skill_id,source_type,source_id,mention_text,matched_via,confidence,start_char,end_char
SKILL_0527,resume,50880,CSS,alias,1.0,4513,4516
SKILL_0142,resume,50880,Perl,exact,1.0,4660,4664
SKILL_0119,resume,50880,Selenium,alias,1.0,4756,4764
SKILL_0396,resume,50880,Java,alias,1.0,5356,5360
SKILL_0534,resume,50880,UML,alias,1.0,5687,5690
SKILL_0396,resume,50880,Java,alias,1.0,5789,5793
SKILL_0436,resume,50880,AngularJS,alias,1.0,6165,6174
SKILL_0266,resume,50880,AJAX,exact,1.0,6218,6222
SKILL_0400,resume,50880,Python,alias,1.0,6508,6514
SKILL_0400,resume,50880,Python,alias,1.0,6521,6527
SKILL_0397,resume,50880,JavaScript,exact,1.0,6949,6959
SKILL_0270,resume,50880,Tomcat,alias,1.0,7014,7020
SKILL_0546,resume,50880,web services,exact,1.0,7051,7063
SKILL_0277,resume,50880,Jenkins,alias,1.0,7152,7159
SKILL_0396,resume,50880,JAVA,alias,1.0,7569,7573
SKILL_0396,resume,50880,JAVA,alias,1.0,7634,7638
SKILL_0396,resume,50880,Java,alias,1.0,7653,7657
SKILL_0274,resume,50880,Devops,exact,1.0,7658,7664
SKILL_0391,resume,13050,Agile,alias,1.0,63,68
SKILL_0546,resume,13050,Web services,exact,1.0,870,882
SKILL_0527,resume,13050,CSS,alias,1.0,951,954
SKILL_0397,resume,13050,JavaScript,exact,1.0,956,966
SKILL_0441,resume,13050,ETL,alias,1.0,1098,1101
SKILL_0495,resume,13050,IDE,alias,1.0,1204,1207
SKILL_0048,resume,13050,ethics,exact,1.0,1291,1297
SKILL_0396,resume,13050,Java,alias,1.0,1488,1492
SKILL_0511,resume,26915,project management,exact,1.0,0,18
SKILL_0128,resume,34693,C#,exact,1.0,400,402
SKILL_0128,resume,34693,C#,exact,1.0,470,472
SKILL_0391,resume,12995,Agile,alias,1.0,287,292
SKILL_0391,resume,12995,Scrum,alias,1.0,319,324
SKILL_0113,resume,12995,Security Management,alias,1.0,526,545
SKILL_0546,resume,12995,Web Services,exact,1.0,943,955
SKILL_0495,resume,12995,IDE,alias,1.0,1299,1302
SKILL_0396,resume,12995,Java,alias,1.0,1343,1347
SKILL_0277,resume,12995,Jenkins,alias,1.0,1349,1356
SKILL_0396,resume,12995,Java,alias,1.0,1363,1367
SKILL_0397,resume,12995,JavaScript,exact,1.0,1442,1452
SKILL_0532,resume,12995,GIT,alias,1.0,1454,1457
SKILL_0119,resume,12995,selenium,alias,1.0,1545,1553
SKILL_0527,resume,12995,CSS,alias,1.0,1561,1564
SKILL_0527,resume,12995,CSS,alias,1.0,1761,1764
SKILL_0397,resume,12995,JavaScript,exact,1.0,1766,1776
SKILL_0436,resume,12995,AngularJS,alias,1.0,1778,1787
SKILL_0396,resume,12995,Java,alias,1.0,1860,1864
SKILL_0128,resume,12995,C#,exact,1.0,1871,1873
SKILL_0001,resume,12995,C++,exact,1.0,1875,1878
SKILL_0153,resume,12995,VB.net,alias,1.0,1880,1886
SKILL_0277,resume,12995,Jenkins,alias,1.0,1894,1901
SKILL_0436,resume,12995,Subversion,alias,1.0,1929,1939
SKILL_0532,resume,12995,GIT,alias,1.0,1941,1944
SKILL_0396,resume,12995,Java,alias,1.0,2073,2077
SKILL_0153,resume,19872,.NET,alias,1.0,0,4
SKILL_0511,resume,19872,Project Management,exact,1.0,83,101
SKILL_0031,resume,19872,Information Security,alias,1.0,103,123
SKILL_0254,resume,19872,Data Analysis,alias,1.0,153,166
SKILL_0396,resume,19872,JAVA,alias,1.0,338,342
SKILL_0528,resume,53174,system design,exact,1.0,121,134
SKILL_0396,resume,24214,JAVA,alias,1.0,219,223
SKILL_0396,resume,24214,Java,alias,1.0,270,274
SKILL_0396,resume,24214,Java,alias,1.0,577,581
SKILL_0270,resume,24214,Apache Tomcat,exact,1.0,618,631
SKILL_0546,resume,24214,Web Services,exact,1.0,842,854
SKILL_0266,resume,24214,AJAX,exact,1.0,1227,1231
SKILL_0397,resume,24214,JavaScript,exact,1.0,1246,1256
SKILL_0527,resume,24214,CSS,alias,1.0,1274,1277
SKILL_0134,resume,24214,LDAP,exact,1.0,1522,1526
SKILL_0396,resume,24214,JAVA,alias,1.0,1685,1689
SKILL_0396,resume,24214,JAVA,alias,1.0,1701,1705
SKILL_0396,resume,24214,JAVA,alias,1.0,1717,1721
SKILL_0254,resume,20240,DATA ANALYSIS,alias,1.0,391,404
SKILL_0615,resume,38698,Plan,exact,1.0,405,409
SKILL_0511,resume,18632,Project Management,exact,1.0,0,18
SKILL_0153,resume,35769,.net,alias,1.0,0,4
SKILL_0001,resume,35769,C++,exact,1.0,6,9
SKILL_0532,resume,35769,Git,alias,1.0,19,22
SKILL_0400,resume,35769,Python,alias,1.0,36,42
SKILL_0397,resume,35769,Javascript,exact,1.0,159,169
SKILL_0400,resume,35769,Python,alias,1.0,221,227
SKILL_0400,resume,35769,Python,alias,1.0,239,245
SKILL_0031,resume,47288,IT Security,alias,1.0,40,51
SKILL_0317,resume,20394,AS400,alias,1.0,34,39
SKILL_0417,resume,20394,POS,alias,1.0,183,186
SKILL_0397,resume,22297,JavaScript,exact,1.0,73,83
SKILL_0396,resume,31167,Java,alias,1.0,125,129
SKILL_0397,resume,31167,Javascript,exact,1.0,131,141
SKILL_0396,resume,31167,Java,alias,1.0,185,189
SKILL_0272,resume,35650,Cisco,exact,1.0,38,43
SKILL_0475,resume,35650,DNS,alias,1.0,416,419
SKILL_0615,resume,45023,Plan,exact,1.0,644,648
SKILL_0526,resume,45023,troubleshoot system,alias,1.0,978,997
SKILL_0527,resume,45023,CSS,alias,1.0,1351,1354
SKILL_0511,resume,26499,Project Management,exact,1.0,42,60
SKILL_0272,resume,26499,Cisco,exact,1.0,213,218
SKILL_0397,resume,41516,JavaScript,exact,1.0,44,54
SKILL_0391,resume,41516,Agile,alias,1.0,161,166
SKILL_0391,resume,41516,SCRUM,alias,1.0,167,172
SKILL_0391,resume,40955,Agile,alias,1.0,259,264
SKILL_0145,resume,3087,Ruby,alias,1.0,63,67
SKILL_0141,resume,3087,PHP,exact,1.0,75,78
SKILL_0400,resume,3087,Python,alias,1.0,80,86
SKILL_0527,resume,3087,CSS,alias,1.0,155,158
SKILL_0141,resume,3087,PHP,exact,1.0,160,163
SKILL_0441,resume,1128,ETL,alias,1.0,224,227
SKILL_0144,resume,1128,R,exact,1.0,407,408
SKILL_0166,resume,1128,BI,alias,1.0,423,425
SKILL_0166,resume,1128,BI,alias,1.0,621,623
SKILL_0534,resume,1128,UML,alias,1.0,812,815
SKILL_0087,resume,19305,Manage team,alias,1.0,1541,1552
SKILL_0446,resume,19305,database systems,alias,1.0,1721,1737
SKILL_0446,resume,19305,database systems,alias,1.0,2347,2363
SKILL_0132,resume,19305,Hadoop,exact,1.0,2588,2594
SKILL_0304,resume,19305,disaster recovery,alias,1.0,3126,3143
SKILL_0446,resume,19305,database systems,alias,1.0,3584,3600
SKILL_0317,resume,19305,operating systems,exact,1.0,3713,3730
SKILL_0391,resume,17459,Agile,alias,1.0,208,213
SKILL_0397,resume,17459,JavaScript,exact,1.0,266,276
SKILL_0527,resume,17459,CSS,alias,1.0,308,311
SKILL_0266,resume,17459,AJAX,exact,1.0,336,340
SKILL_0397,resume,17459,JavaScript,exact,1.0,413,423
SKILL_0546,resume,17459,Web Services,exact,1.0,639,651
SKILL_0274,resume,17459,Devops,exact,1.0,717,723
SKILL_0495,resume,17459,NetBeans,alias,1.0,857,865
SKILL_0527,resume,17459,CSS,alias,1.0,996,999
SKILL_0527,resume,17459,CSS,alias,1.0,1027,1030
SKILL_0527,resume,17459,CSS,alias,1.0,1043,1046
SKILL_0527,resume,17459,CSS,alias,1.0,1056,1059
SKILL_0527,resume,17459,CSS,alias,1.0,1073,1076
SKILL_0527,resume,17459,CSS,alias,1.0,1083,1086
SKILL_0527,resume,17459,CSS,alias,1.0,1095,1098
SKILL_0527,resume,17459,CSS,alias,1.0,1107,1110
SKILL_0527,resume,17459,CSS,alias,1.0,1120,1123
SKILL_0527,resume,17459,CSS,alias,1.0,1164,1167
SKILL_0397,resume,17459,JavaScript,exact,1.0,1179,1189
SKILL_0266,resume,17459,AJAX,exact,1.0,1239,1243
SKILL_0398,resume,17459,JavaScript framework,exact,1.0,1257,1277
SKILL_0436,resume,17459,AngularJs,alias,1.0,1461,1470
SKILL_0400,resume,17459,Python,alias,1.0,1496,1502
SKILL_0304,resume,9963,Disaster recovery,alias,1.0,463,480
SKILL_0031,resume,9963,Information Security,alias,1.0,801,821
SKILL_0141,resume,22726,PHP,exact,1.0,24,27
SKILL_0397,resume,22726,Javascript,exact,1.0,36,46
SKILL_0436,resume,22726,AngularJS,alias,1.0,135,144
SKILL_0532,resume,22726,Git,alias,1.0,163,166
SKILL_0266,resume,22726,AJAX,exact,1.0,168,172
SKILL_0141,resume,22726,PHP,exact,1.0,441,444
SKILL_0111,resume,47429,Risk management,exact,1.0,0,15
SKILL_0031,resume,47429,IT security,alias,1.0,84,95
SKILL_0511,resume,47429,Project management,exact,1.0,135,153
SKILL_0031,resume,47429,Information Security,alias,1.0,463,483
SKILL_0441,resume,39138,ETL,alias,1.0,25,28
SKILL_0391,resume,42976,Scrum,alias,1.0,15,20
SKILL_0391,resume,42976,Agile,alias,1.0,76,81
SKILL_0511,resume,42976,Project Management,exact,1.0,85,103
SKILL_0391,resume,42976,Scrum,alias,1.0,213,218
SKILL_0391,resume,42976,Scrum,alias,1.0,273,278
SKILL_0166,resume,699,Business Intelligence,exact,1.0,84,105
SKILL_0391,resume,43494,Scrum,alias,1.0,550,555
SKILL_0391,resume,43494,Scrum,alias,1.0,741,746
SKILL_0391,resume,43494,Scrum,alias,1.0,1000,1005
SKILL_0391,resume,43494,Agile,alias,1.0,1039,1044
SKILL_0391,resume,43494,Agile,alias,1.0,1056,1061
SKILL_0527,resume,43494,CSS,alias,1.0,1200,1203
SKILL_0113,resume,1738,Security Management,alias,1.0,140,159
SKILL_0511,resume,1738,Project Management,exact,1.0,227,245
SKILL_0511,resume,27420,Project Management,exact,1.0,89,107
SKILL_0511,resume,10333,Project Management,exact,1.0,44,62
SKILL_0396,resume,49181,JAVA,alias,1.0,6,10
SKILL_0397,resume,49181,Javascript,exact,1.0,12,22
SKILL_0396,resume,49181,JAVA,alias,1.0,37,41
SKILL_0396,resume,49181,JAVA,alias,1.0,68,72
SKILL_0396,resume,49181,JAVA,alias,1.0,116,120
SKILL_0396,resume,49181,Java,alias,1.0,137,141
SKILL_0396,resume,49181,JAVA,alias,1.0,153,157
SKILL_0396,resume,49181,JAVA,alias,1.0,174,178
SKILL_0031,resume,29359,IT Security,alias,1.0,143,154
SKILL_0031,resume,29359,IT Security,alias,1.0,580,591
SKILL_0031,resume,47794,IT security,alias,1.0,29,40
SKILL_0031,resume,47794,IT security,alias,1.0,179,190
SKILL_0031,resume,47794,IT security,alias,1.0,233,244
SKILL_0031,resume,47794,IT Security,alias,1.0,694,705
SKILL_0031,resume,47794,IT Security,alias,1.0,710,721
SKILL_0031,resume,47794,Information Security,alias,1.0,754,774
SKILL_0031,resume,47794,IT Security,alias,1.0,779,790
SKILL_0031,resume,47794,Information Security,alias,1.0,820,840
SKILL_0031,resume,47794,IT Security,alias,1.0,866,877
SKILL_0031,resume,47794,Information Security,alias,1.0,898,918
SKILL_0111,resume,16340,risk management,exact,1.0,228,243
SKILL_0112,resume,16340,safety management,alias,1.0,301,318
SKILL_0405,resume,20468,Business requirements analysis,alias,1.0,142,172
SKILL_0031,resume,9248,Cyber Security,exact,1.0,251,265
SKILL_0183,resume,19488,Data Warehouse,exact,1.0,40,54
SKILL_0111,resume,19488,Risk Assessment,alias,1.0,413,428
SKILL_0032,resume,19488,Data Protection,exact,1.0,877,892
SKILL_0142,resume,19488,Perl,exact,1.0,1510,1514
SKILL_0511,resume,45131,Project Management,exact,1.0,3,21
SKILL_0511,resume,45131,Project Management,exact,1.0,68,86
SKILL_0427,resume,45131,Process modelling,alias,1.0,110,127
SKILL_0304,resume,30426,Disaster Recovery,alias,1.0,72,89
SKILL_0031,resume,30426,Cyber Security,exact,1.0,221,235
SKILL_0031,resume,30426,Cyber Security,exact,1.0,367,381
SKILL_0511,resume,42791,Project Management,exact,1.0,0,18
SKILL_0166,resume,42791,Business Intelligence,exact,1.0,59,80
SKILL_0391,resume,42791,Agile,alias,1.0,82,87
SKILL_0254,resume,42791,Data Analysis,alias,1.0,394,407
SKILL_0031,resume,44474,IT Security,alias,1.0,242,253
SKILL_0396,resume,5881,JAVA,alias,1.0,148,152
SKILL_0397,resume,5881,JavaScript,exact,1.0,959,969
SKILL_0266,resume,5881,AJAX,exact,1.0,976,980
SKILL_0532,resume,5881,Git,alias,1.0,1236,1239
SKILL_0436,resume,5881,Subversion,alias,1.0,1249,1259
SKILL_0532,resume,5881,GIT,alias,1.0,1389,1392
SKILL_0277,resume,5881,Jenkins,alias,1.0,1434,1441
SKILL_0397,resume,5881,JavaScript,exact,1.0,1899,1909
SKILL_0266,resume,5881,Ajax,exact,1.0,1930,1934
SKILL_0436,resume,5881,AngularJS,alias,1.0,1936,1945
SKILL_0391,resume,5881,Agile,alias,1.0,2097,2102
SKILL_0391,resume,5881,Scrum,alias,1.0,2116,2121
SKILL_0546,resume,5881,Web Services,exact,1.0,2127,2139
SKILL_0396,resume,5881,Java,alias,1.0,2228,2232
SKILL_0396,resume,5881,Java,alias,1.0,2358,2362
SKILL_0396,resume,5881,Java,alias,1.0,2518,2522
SKILL_0495,resume,5881,IDE,alias,1.0,2523,2526
SKILL_0495,resume,5881,NetBeans,alias,1.0,2543,2551
SKILL_0270,resume,5881,Apache Tomcat,exact,1.0,2591,2604
SKILL_0266,resume,5881,AJAX,exact,1.0,2638,2642
SKILL_0397,resume,5881,JavaScript,exact,1.0,2655,2665
SKILL_0396,resume,5881,Java,alias,1.0,2876,2880
SKILL_0396,resume,5881,JAVA,alias,1.0,2982,2986
SKILL_0396,resume,5881,JAVA,alias,1.0,3013,3017
SKILL_0546,resume,14146,Web services,exact,1.0,417,429
SKILL_0495,resume,14146,IDE,alias,1.0,485,488
SKILL_0495,resume,14146,NetBeans,alias,1.0,508,516
SKILL_0270,resume,14146,Apache Tomcat,exact,1.0,564,577
SKILL_0396,resume,14146,Java,alias,1.0,617,621
SKILL_0396,resume,14146,Java,alias,1.0,676,680
SKILL_0532,resume,14146,source control,alias,1.0,688,702
SKILL_0391,resume,14146,Agile,alias,1.0,803,808
SKILL_0391,resume,14146,Scrum,alias,1.0,810,815
SKILL_0396,resume,14146,JAVA,alias,1.0,828,832
SKILL_0396,resume,14146,JAVA,alias,1.0,844,848
SKILL_0396,resume,50633,Java,alias,1.0,12,16
SKILL_0153,resume,50633,.NET,alias,1.0,49,53
SKILL_0128,resume,50633,C#,exact,1.0,54,56
SKILL_0268,resume,50633,ASP.NET,exact,1.0,111,118
SKILL_0396,resume,50633,Java,alias,1.0,345,349
SKILL_0145,resume,50633,Ruby,alias,1.0,366,370
SKILL_0546,resume,50633,Web Services,exact,1.0,417,429
SKILL_0396,resume,32209,Java,alias,1.0,67,71
SKILL_0546,resume,32209,web services,exact,1.0,283,295
SKILL_0397,resume,32209,JavaScript,exact,1.0,380,390
SKILL_0266,resume,32209,AJAX,exact,1.0,392,396
SKILL_0532,resume,32209,GIT,alias,1.0,433,436
SKILL_0277,resume,32209,Jenkins,alias,1.0,438,445
SKILL_0391,resume,32209,Agile,alias,1.0,466,471
SKILL_0391,resume,32209,Scrum,alias,1.0,473,478
SKILL_0436,resume,32209,Aspectj,alias,1.0,591,598
SKILL_0546,resume,32209,web services,exact,1.0,637,649
SKILL_0436,resume,32209,AngularJS,alias,1.0,668,677
SKILL_0397,resume,32209,JavaScript,exact,1.0,709,719
SKILL_0266,resume,32209,AJAX,exact,1.0,734,738
SKILL_0534,resume,32209,UML,alias,1.0,802,805
SKILL_0441,resume,32209,ETL,alias,1.0,948,951
SKILL_0397,resume,32209,JavaScript,exact,1.0,959,969
SKILL_0400,resume,32209,Python,alias,1.0,984,990
SKILL_0266,resume,32209,AJAX,exact,1.0,992,996
SKILL_0527,resume,32209,CSS,alias,1.0,998,1001
SKILL_0391,resume,32209,Agile,alias,1.0,1020,1025
SKILL_0391,resume,32209,Scrum,alias,1.0,1027,1032
SKILL_0270,resume,32209,Apache Tomcat,exact,1.0,1034,1047
SKILL_0396,resume,32209,JAVA,alias,1.0,1101,1105
SKILL_0396,resume,32209,JAVA,alias,1.0,1122,1126
SKILL_0315,resume,26939,Network Engineering,exact,1.0,0,19
SKILL_0475,resume,26939,DNS,alias,1.0,32,35
SKILL_0396,resume,26939,Java,alias,1.0,307,311
SKILL_0511,resume,46004,Project Management,exact,1.0,72,90
SKILL_0031,resume,46004,Cyber Security,exact,1.0,497,511
SKILL_0031,resume,46004,IT Security,alias,1.0,544,555
SKILL_0001,resume,41897,C++,exact,1.0,5,8
SKILL_0180,resume,41897,Data Mining,exact,1.0,10,21
SKILL_0396,resume,41897,Java,alias,1.0,42,46
SKILL_0400,resume,41897,Python,alias,1.0,48,54
SKILL_0397,resume,41897,Javascript,exact,1.0,74,84
SKILL_0511,resume,25487,Project Management,exact,1.0,16,34
SKILL_0400,resume,35790,Python,alias,1.0,0,6
SKILL_0391,resume,35790,Agile,alias,1.0,52,57
SKILL_0400,resume,35790,Python,alias,1.0,236,242
SKILL_0400,resume,35790,Python,alias,1.0,254,260
SKILL_0400,resume,35790,Python,alias,1.0,272,278
SKILL_0511,resume,48546,Project management,exact,1.0,141,159
SKILL_0262,resume,48546,MS Excel,alias,1.0,302,310
SKILL_0031,resume,48546,IT Security,alias,1.0,402,413
SKILL_0441,resume,18364,ETL,alias,1.0,317,320
SKILL_0391,resume,31858,Agile,alias,1.0,70,75
SKILL_0532,resume,31858,Git,alias,1.0,176,179
SKILL_0641,resume,31858,Team-working,alias,1.0,332,344
SKILL_0396,resume,31858,Java,alias,1.0,531,535
SKILL_0511,resume,15482,project management,exact,1.0,215,233
SKILL_0511,resume,9027,Project Management,exact,1.0,0,18
SKILL_0254,resume,1374,Big Data,alias,1.0,69,77
SKILL_0335,resume,1374,Scala,exact,1.0,94,99
SKILL_0254,resume,1374,Big Data,alias,1.0,137,145
SKILL_0335,resume,1374,Scala,exact,1.0,146,151
SKILL_0177,resume,1374,Data Analytics,exact,1.0,202,216
SKILL_0177,resume,1374,Data Analytics,exact,1.0,401,415
SKILL_0511,resume,24698,Project Management,exact,1.0,28,46
SKILL_0272,resume,24698,CISCO,exact,1.0,191,196
SKILL_0141,resume,21715,PHP,exact,1.0,34,37
SKILL_0397,resume,21715,Javascript,exact,1.0,46,56
SKILL_0436,resume,21715,AngularJS,alias,1.0,96,105
SKILL_0266,resume,21715,AJAX,exact,1.0,124,128
SKILL_0532,resume,21715,Git,alias,1.0,222,225
SKILL_0141,resume,21715,PHP,exact,1.0,374,377
SKILL_0396,resume,31909,Java,alias,1.0,22,26
SKILL_0546,resume,31909,Web services,exact,1.0,43,55
SKILL_0391,resume,31909,Agile,alias,1.0,89,94
SKILL_0396,resume,31909,Java,alias,1.0,296,300
SKILL_0153,resume,37659,Visual Studio,alias,1.0,103,116
SKILL_0183,resume,20989,Data Warehouse,exact,1.0,88,102
SKILL_0254,resume,20989,Data Analysis,alias,1.0,224,237
SKILL_0441,resume,20989,ETL,alias,1.0,239,242
SKILL_0391,resume,49587,Scrum,alias,1.0,0,5
SKILL_0391,resume,49587,Agile,alias,1.0,14,19
SKILL_0511,resume,49587,Project Management,exact,1.0,32,50
SKILL_0391,resume,49587,Agile,alias,1.0,193,198
SKILL_0391,resume,49587,Scrum,alias,1.0,209,214
SKILL_0274,resume,49587,DevOps,exact,1.0,291,297
SKILL_0396,resume,49587,Java,alias,1.0,440,444
SKILL_0391,resume,49587,Agile,alias,1.0,494,499
SKILL_0391,resume,49587,Scrum,alias,1.0,531,536
SKILL_0391,resume,49587,Scrum,alias,1.0,545,550
SKILL_0391,resume,49587,Scrum,alias,1.0,559,564
SKILL_0391,resume,49587,Scrum,alias,1.0,573,578
SKILL_0391,resume,49587,Scrum,alias,1.0,587,592
SKILL_0396,resume,49587,Java,alias,1.0,604,608
SKILL_0391,resume,49587,Scrum,alias,1.0,620,625
SKILL_0511,resume,15501,Project Management,exact,1.0,0,18
SKILL_0272,resume,53462,Cisco,exact,1.0,93,98
SKILL_0272,resume,53462,Cisco,exact,1.0,142,147
SKILL_0031,resume,48586,Cyber security,exact,1.0,139,153
SKILL_0031,resume,48586,IT Security,alias,1.0,269,280
SKILL_0166,resume,44812,BI,alias,1.0,100,102
SKILL_0166,resume,44812,BI,alias,1.0,127,129
SKILL_0511,resume,44812,Project Management,exact,1.0,185,203
SKILL_0391,resume,44812,Scrum,alias,1.0,205,210
SKILL_0166,resume,44812,Business Intelligence,exact,1.0,294,315
SKILL_0166,resume,44812,Business Intelligence,exact,1.0,474,495
SKILL_0141,resume,39959,PHP,exact,1.0,526,529
SKILL_0615,resume,39959,Plan,exact,1.0,544,548
SKILL_0391,resume,39959,Agile,alias,1.0,746,751
SKILL_0511,resume,23004,Project Management,exact,1.0,93,111
SKILL_0441,resume,49211,ETL,alias,1.0,65,68
SKILL_0132,resume,49211,hadoop,exact,1.0,101,107
SKILL_0178,resume,49211,Data Engineering,exact,1.0,158,174
SKILL_0178,resume,49211,Data Engineering,exact,1.0,183,199
SKILL_0396,resume,49211,Java,alias,1.0,247,251
SKILL_0254,resume,588,data analysis,alias,1.0,139,152
SKILL_0511,resume,28219,Project Management,exact,1.0,0,18
SKILL_0031,resume,28219,IT Security,alias,1.0,34,45
SKILL_0031,resume,28219,IT Security,alias,1.0,66,77
SKILL_0031,resume,28219,IT Security,alias,1.0,109,120
SKILL_0153,resume,41210,.Net,alias,1.0,10,14
SKILL_0153,resume,41210,.NET,alias,1.0,44,48
SKILL_0268,resume,41210,ASP.Net,exact,1.0,76,83
SKILL_0128,resume,41210,C#,exact,1.0,92,94
SKILL_0153,resume,41210,.Net,alias,1.0,95,99
SKILL_0153,resume,41210,.Net,alias,1.0,115,119
SKILL_0128,resume,41210,C#,exact,1.0,138,140
SKILL_0153,resume,41210,.Net,alias,1.0,141,145
SKILL_0128,resume,41210,C#,exact,1.0,164,166
SKILL_0153,resume,41210,.Net,alias,1.0,167,171
SKILL_0153,resume,41210,.Net,alias,1.0,204,208
SKILL_0031,resume,27855,IT Security,alias,1.0,0,11
SKILL_0111,resume,27855,Risk Management,exact,1.0,13,28
SKILL_0031,resume,27855,IT Security,alias,1.0,171,182
SKILL_0111,resume,27855,Risk Assessment,alias,1.0,252,267
SKILL_0111,resume,27855,Risk Assessment,alias,1.0,288,303
SKILL_0031,resume,27855,IT Security,alias,1.0,374,385
SKILL_0031,resume,27855,IT Security,alias,1.0,480,491
SKILL_0031,resume,27855,IT Security,alias,1.0,501,512
SKILL_0397,resume,23342,JavaScript,exact,1.0,120,130
SKILL_0436,resume,23342,AngularJS,alias,1.0,154,163
SKILL_0436,resume,23342,AngularJS,alias,1.0,183,192
SKILL_0436,resume,23342,AngularJS,alias,1.0,363,372
SKILL_0397,resume,23342,JavaScript,exact,1.0,403,413
SKILL_0527,resume,23342,CSS,alias,1.0,562,565
SKILL_0266,resume,23342,AJAX,exact,1.0,711,715
SKILL_0397,resume,23342,JavaScript,exact,1.0,733,743
SKILL_0572,resume,7429,Work under pressure,alias,1.0,155,174
SKILL_0001,resume,7429,C++,exact,1.0,213,216
SKILL_0400,resume,7429,Python,alias,1.0,234,240
SKILL_0111,resume,27757,Risk Management,exact,1.0,46,61
SKILL_0031,resume,27757,INFORMATION SECURITY,alias,1.0,185,205
SKILL_0031,resume,27757,INFORMATION SECURITY,alias,1.0,218,238
SKILL_0031,resume,10056,IT Security,alias,1.0,839,850
SKILL_0031,resume,10056,IT Security,alias,1.0,905,916
SKILL_0391,resume,1479,Agile,alias,1.0,438,443
SKILL_0511,resume,27630,Project Management,exact,1.0,11,29
SKILL_0031,resume,27630,IT Security,alias,1.0,352,363
SKILL_0374,resume,27630,quality standards,exact,1.0,551,568
SKILL_0391,resume,27630,Agile,alias,1.0,931,936
SKILL_0511,resume,27630,project management,exact,1.0,961,979
SKILL_0166,resume,27630,BI,alias,1.0,1348,1350
SKILL_0511,resume,27630,Project Management,exact,1.0,1459,1477
SKILL_0166,resume,27630,Business Intelligence,exact,1.0,1498,1519
SKILL_0166,resume,27630,BI,alias,1.0,1543,1545
SKILL_0166,resume,27630,BI,alias,1.0,1782,1784
SKILL_0166,resume,27630,Business Intelligence,exact,1.0,1868,1889
SKILL_0166,resume,27630,BI,alias,1.0,1926,1928
SKILL_0166,resume,27630,BI,alias,1.0,2117,2119
SKILL_0166,resume,27630,BI,alias,1.0,2228,2230
SKILL_0166,resume,27630,BI,alias,1.0,2379,2381
SKILL_0441,resume,27630,ETL,alias,1.0,2442,2445
SKILL_0166,resume,27630,Business Intelligence,exact,1.0,2591,2612
SKILL_0031,resume,27630,IT Security,alias,1.0,2745,2756
SKILL_0166,resume,27630,Business Intelligence,exact,1.0,2856,2877
SKILL_0166,resume,27630,BI,alias,1.0,2903,2905
SKILL_0166,resume,27630,Business Intelligence,exact,1.0,2926,2947
SKILL_0446,resume,20499,Database Management Systems,exact,1.0,151,178
SKILL_0141,resume,20499,PHP,exact,1.0,315,318
SKILL_0396,resume,20499,Java,alias,1.0,320,324
SKILL_0527,resume,20499,CSS,alias,1.0,344,347
SKILL_0441,resume,20499,ETL,alias,1.0,429,432
SKILL_0170,resume,45304,Computer Science,exact,1.0,17,33
SKILL_0170,resume,45304,Computer Science,exact,1.0,54,70
SKILL_0417,resume,16350,POS,alias,1.0,1132,1135
SKILL_0111,resume,10066,Risk Management,exact,1.0,36,51
SKILL_0031,resume,10066,Information Security,alias,1.0,75,95
SKILL_0111,resume,10066,Risk Assessment,alias,1.0,131,146
SKILL_0031,resume,10066,Cyber Security,exact,1.0,194,208
SKILL_0031,resume,10066,Information Security,alias,1.0,268,288
SKILL_0031,resume,10066,IT Security,alias,1.0,569,580
SKILL_0031,resume,10066,Information Security,alias,1.0,590,610
SKILL_0031,resume,10066,Cyber Security,exact,1.0,620,634
SKILL_0031,resume,46913,Cybersecurity,alias,1.0,22,35
SKILL_0336,resume,46913,scratch,alias,1.0,66,73
SKILL_0031,resume,46913,Information Security,alias,1.0,386,406
SKILL_0511,resume,44648,Project Management,exact,1.0,40,58
SKILL_0391,resume,44648,Agile,alias,1.0,86,91
SKILL_0391,resume,44648,Scrum,alias,1.0,232,237
SKILL_0511,resume,45130,Project management,exact,1.0,67,85
SKILL_0408,resume,10677,Data Security,alias,1.0,67,80
SKILL_0475,resume,10677,DNS,alias,1.0,194,197
SKILL_0417,resume,10677,POS,alias,1.0,234,237
SKILL_0141,resume,4267,PHP,exact,1.0,56,59
SKILL_0532,resume,4267,GIT,alias,1.0,255,258
SKILL_0527,resume,4267,CSS,alias,1.0,314,317
SKILL_0397,resume,4267,JavaScript,exact,1.0,326,336
SKILL_0142,resume,4267,PERL,exact,1.0,486,490
SKILL_0475,resume,4267,DNS,alias,1.0,527,530
SKILL_0391,resume,41893,Agile,alias,1.0,23,28
SKILL_0511,resume,9025,Project Management,exact,1.0,0,18
SKILL_0254,resume,6652,data analysis,alias,1.0,334,347
SKILL_0400,resume,18309,Python,alias,1.0,172,178
SKILL_0141,resume,18309,PHP,exact,1.0,188,191
SKILL_0527,resume,18309,CSS,alias,1.0,198,201
SKILL_0396,resume,18309,Java,alias,1.0,209,213
SKILL_0400,resume,18309,Python,alias,1.0,239,245
SKILL_0277,resume,18309,Jenkins,alias,1.0,438,445
SKILL_0400,resume,18309,Python,alias,1.0,585,591
SKILL_0391,resume,18309,Agile,alias,1.0,641,646
