skill_id,canonical_name,normalized_name,category,source,taxonomy_version,confidence,indian_alignment,nsqf_alignment,status,esco_uri
SKILL_0138,Microsoft Visual C++,microsoft visual c++,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259
SKILL_0139,N1QL,n1ql,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f597f772-24d3-4cec-813c-cf5a7027c794
SKILL_0140,OpenEdge Advanced Business Language,openedge advanced business language,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954
SKILL_0141,PHP,php,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f
SKILL_0142,Perl,perl,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8
SKILL_0143,Prolog (computer programming),prolog (computer programming),IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985
SKILL_0144,R,r,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b
SKILL_0145,Ruby (computer programming),ruby (computer programming),IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3
SKILL_0146,SAS Data Management,sas data management,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47
SKILL_0147,SAS language,sas language,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93
SKILL_0148,SPARQL,sparql,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5da8018b-ae85-4cde-ad93-0394369018f3
SKILL_0149,SQL,sql,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742
SKILL_0150,Smalltalk (computer programming),smalltalk (computer programming),IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734
SKILL_0151,Teradata Database,teradata database,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6
SKILL_0152,TypeScript,typescript,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68
SKILL_0153,Visual Basic,visual basic,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413
SKILL_0154,XQuery,xquery,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1
SKILL_0155,algorithms,algorithms,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
SKILL_0156,analyse big data,analyse big data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5
SKILL_0157,analyse pipeline database information,analyse pipeline database information,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552
SKILL_0158,apply ICT systems theory,apply ict systems theory,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/cbe2c304-1e7d-489a-97d9-a7d3e37a9db6
SKILL_0159,apply blended learning,apply blended learning,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f
SKILL_0160,apply for research funding,apply for research funding,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6
SKILL_0161,apply research ethics and scientific integrity principles in research activities,apply research ethics and scientific integrity principles in research activities,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8
SKILL_0162,apply statistical analysis techniques,apply statistical analysis techniques,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c
SKILL_0163,artificial neural networks,artificial neural networks,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4
SKILL_0164,build recommender systems,build recommender systems,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258
SKILL_0165,business analytics,business analytics,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9
SKILL_0166,business intelligence,business intelligence,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c
SKILL_0167,collect ICT data,collect ict data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a
SKILL_0168,communicate with a non-scientific audience,communicate with a non-scientific audience,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9
SKILL_0169,computational biology,computational biology,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8
SKILL_0170,computer science,computer science,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787
SKILL_0171,computer simulation,computer simulation,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f
SKILL_0172,computer vision,computer vision,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669
SKILL_0173,conduct research across disciplines,conduct research across disciplines,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61
SKILL_0174,create data models,create data models,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779
SKILL_0175,create data sets,create data sets,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e
SKILL_0176,creatively use digital technologies,creatively use digital technologies,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9
SKILL_0177,data analytics,data analytics,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378
SKILL_0178,data engineering,data engineering,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639
SKILL_0179,data ethics,data ethics,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92
SKILL_0180,data mining,data mining,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180
SKILL_0181,data science,data science,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01
SKILL_0182,data visualisation software,data visualisation software,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1
SKILL_0183,data warehouse,data warehouse,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de
SKILL_0184,deep learning,deep learning,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080
SKILL_0185,define data quality criteria,define data quality criteria,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/54c9c155-9293-4329-8ed2-2e76e8b519d4
SKILL_0186,deliver visual presentation of data,deliver visual presentation of data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389
SKILL_0187,demonstrate disciplinary expertise,demonstrate disciplinary expertise,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db
SKILL_0188,design database scheme,design database scheme,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511
SKILL_0189,develop creative ideas,develop creative ideas,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49
SKILL_0190,develop data processing applications,develop data processing applications,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f9670490-8aa4-4540-b121-d440a8294aab
SKILL_0191,develop professional network with researchers and scientists,develop professional network with researchers and scientists,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386
SKILL_0192,develop statistical software,develop statistical software,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/bb165899-d95f-4433-95f2-173fefd716d2
SKILL_0193,digital curation,digital curation,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3
SKILL_0194,digital data processing,digital data processing,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a
SKILL_0195,disseminate results to the scientific community,disseminate results to the scientific community,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1
SKILL_0196,documentation types,documentation types,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f
SKILL_0197,draft scientific or academic papers and technical documentation,draft scientific or academic papers and technical documentation,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f
SKILL_0198,empirical analysis,empirical analysis,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f6ac6241-adb2-4ce2-b35f-09832cbb11ea
SKILL_0199,establish data processes,establish data processes,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec
SKILL_0200,evaluate research activities,evaluate research activities,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/39f67488-cfd3-4370-8d7e-da98163102d9
SKILL_0201,handle data samples,handle data samples,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4a193795-fa63-414e-9f2e-bfdb3924571e
SKILL_0202,healthcare analytics,healthcare analytics,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/a1eef0f4-133f-464a-a8f1-68fe3e8cc1b4
SKILL_0203,image recognition,image recognition,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213
SKILL_0204,implement data quality processes,implement data quality processes,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/713fb616-118e-40bc-9366-4a69879a49d5
SKILL_0205,implement data warehousing techniques,implement data warehousing techniques,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/fd6d2981-3d4a-4ce2-9741-cfc98c5b74bd
SKILL_0206,increase the impact of science on policy and society,increase the impact of science on policy and society,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4d39b27a-b34f-4c89-8d46-df844d42f728
SKILL_0207,information architecture,information architecture,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4
SKILL_0208,information categorisation,information categorisation,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6
SKILL_0209,information confidentiality,information confidentiality,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db
SKILL_0210,information extraction,information extraction,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec
SKILL_0211,information structure,information structure,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339
SKILL_0212,integrate ICT data,integrate ict data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc
SKILL_0213,integrate gender dimension in research,integrate gender dimension in research,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d
SKILL_0214,interact professionally in research and professional environments,interact professionally in research and professional environments,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/20a8fe89-d4eb-4698-8521-8881c13377e0
SKILL_0215,interpret current data,interpret current data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29
SKILL_0216,make data-driven decisions,make data-driven decisions,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562
SKILL_0217,manage ICT data architecture,manage ict data architecture,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956
SKILL_0218,manage ICT data classification,manage ict data classification,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d
SKILL_0219,manage data,manage data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f
SKILL_0220,manage data collection systems,manage data collection systems,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/a80fb090-63f4-4b05-83a5-2f090deb7757
SKILL_0221,manage findable accessible interoperable and reusable data,manage findable accessible interoperable and reusable data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11
SKILL_0222,manage intellectual property rights,manage intellectual property rights,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7
SKILL_0223,manage open publications,manage open publications,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039
SKILL_0224,manage personal professional development,manage personal professional development,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612
SKILL_0225,manage quantitative data,manage quantitative data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e
SKILL_0226,manage research data,manage research data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d
SKILL_0227,marketing analytics,marketing analytics,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/11c56452-fcec-4b00-9695-cca4728e5048
SKILL_0228,mathematical modelling,mathematical modelling,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8
SKILL_0229,mentor individuals,mentor individuals,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9
SKILL_0230,multidisciplinary research,multidisciplinary research,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/9fc400ac-8ed2-4aff-915f-aa4f2609ec7b
SKILL_0231,normalise data,normalise data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc
SKILL_0232,online analytical processing,online analytical processing,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a
SKILL_0233,operate open source software,operate open source software,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6
SKILL_0234,operational research,operational research,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/726abd5a-d23c-44b9-abb0-f22bbe95f1d3
SKILL_0235,perform data cleansing,perform data cleansing,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8
SKILL_0236,perform data mining,perform data mining,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278
SKILL_0237,perform dimensionality reduction,perform dimensionality reduction,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775
SKILL_0238,perform project management,perform project management,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68
SKILL_0239,perform scientific research,perform scientific research,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc
SKILL_0240,principles of artificial intelligence,principles of artificial intelligence,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2
SKILL_0241,process data,process data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50
SKILL_0242,promote open innovation in research,promote open innovation in research,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591
SKILL_0243,promote the participation of citizens in scientific and research activities,promote the participation of citizens in scientific and research activities,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7
SKILL_0244,promote the transfer of knowledge,promote the transfer of knowledge,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e
SKILL_0245,publish academic research,publish academic research,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930
SKILL_0246,quantitative analysis,quantitative analysis,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3
SKILL_0247,research design,research design,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7159e587-c7cb-4ec0-a662-03e1dee2cccb
SKILL_0248,scientific computing,scientific computing,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5b26f08b-88bc-45f0-b901-530d7786466b
SKILL_0249,scientific literature,scientific literature,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a
SKILL_0250,social network analysis,social network analysis,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/33e584f9-ff7a-4979-bfc0-5a3a374a145a
SKILL_0251,speak different languages,speak different languages,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac
SKILL_0252,state estimation,state estimation,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/d38871eb-b988-495e-8fca-345677b597a8
SKILL_0253,statistical modeling techniques,statistical modeling techniques,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22
SKILL_0254,statistics,statistics,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833
SKILL_0255,store digital data and systems,store digital data and systems,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a
SKILL_0256,synthesise information,synthesise information,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849
SKILL_0257,task algorithmisation,task algorithmisation,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410
SKILL_0258,teach in academic or vocational contexts,teach in academic or vocational contexts,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83
SKILL_0259,think abstractly,think abstractly,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1
SKILL_0260,unstructured data,unstructured data,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c5e8abde-d2ba-4e8e-a65e-720b71180666
SKILL_0261,use data processing techniques,use data processing techniques,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522
SKILL_0262,use spreadsheets software,use spreadsheets software,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be
SKILL_0263,utilise machine learning,utilise machine learning,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433
SKILL_0264,visual presentation techniques,visual presentation techniques,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213
SKILL_0265,write scientific publications,write scientific publications,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562
SKILL_0266,AJAX,ajax,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282
SKILL_0267,APL,apl,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/58d7a289-dafd-4363-833f-d1dc4140885e
SKILL_0268,ASP.NET,asp.net,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50
SKILL_0269,Agile development,agile development,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221
SKILL_0270,Apache Tomcat,apache tomcat,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0fb753a1-2ef2-4429-84d2-ecb2b24daf7a
SKILL_0271,BlackBerry,blackberry,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ba04b19b-0b18-4d5c-b799-4db31a98e58d
SKILL_0272,Cisco,cisco,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a
SKILL_0273,CoffeeScript,coffeescript,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d
SKILL_0274,DevOps,devops,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4
SKILL_0275,ICT network cable limitations,ict network cable limitations,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/d6e3395b-5ab6-4fba-969a-3df634e904c5
SKILL_0276,ICT network routing,ict network routing,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56
SKILL_0277,Jenkins (tools for software configuration management),jenkins (tools for software configuration management),IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da
SKILL_0278,MATLAB,matlab,IT/Software - IT Infrastructure & Networks,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d
