skillUri,sector,tier,relationType,matchedOn,priority,match_count,reason
http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,IT/Software - Data & AI,A-occupation,optional,data engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,IT/Software - Data & AI,A-occupation,optional,data engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,IT/Software - Data & AI,A-occupation,optional,data engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/5b26f08b-88bc-45f0-b901-530d7786466b,IT/Software - Data & AI,A-occupation,optional,data scientist,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3,IT/Software - Data & AI,A-occupation,optional,data scientist,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/d38871eb-b988-495e-8fca-345677b597a8,IT/Software - Data & AI,A-occupation,optional,data scientist,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,IT/Software - Data & AI,A-occupation,optional,data scientist,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83,IT/Software - Data & AI,A-occupation,optional,data scientist,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,IT/Software - Data & AI,A-occupation,optional,data scientist,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/726abd5a-d23c-44b9-abb0-f22bbe95f1d3,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/41bf7ede-fc84-4a57-8c89-b548d11b0ba1,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/4d30ad07-9e39-4899-81dd-02b280f162f9,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/553ad092-b799-44c9-a94c-65a84fdc7526,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/fda917eb-0d6a-4371-8c93-2a10bf950966,IT/Software - Data & AI,A-occupation,optional,artificial intelligence engineer,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,IT/Software - Data & AI,A-occupation,optional,data analyst,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,IT/Software - Data & AI,A-occupation,optional,data analyst,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/8b0f73ff-d36b-4196-bb83-464c3a6ef07d,IT/Software - Data & AI,A-occupation,optional,data analyst,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/0c766ca3-9364-4203-916b-fed16e4814c1,IT/Software - Data & AI,A-occupation,optional,data analyst,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,IT/Software - Data & AI,A-occupation,optional,data analyst,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/3e8e862d-2f1a-40c6-bb6d-d1d7eeb78854,IT/Software - Data & AI,B-label,,analyse large-scale data in healthcare,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4,IT/Software - Data & AI,B-label,,smart city features,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c,IT/Software - Data & AI,B-label,,NoSQL,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/e2fea4d5-f1f4-4dea-89bb-43b1d07658af,IT/Software - Data & AI,B-label,,statistical quality control,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/4d3f3068-9b6a-4f33-bfa5-a7b298bfd303,IT/Software - Data & AI,B-label,,medical statistics,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,IT/Software - Data & AI,B-label,,machine learning,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3,IT/Software - Data & AI,B-label,,use specific data analysis software,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,IT/Software - Data & AI,B-label,,perform online data analysis,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/6b30644d-bdc5-4bca-b1af-edbf5c6b15ee,IT/Software - Data & AI,B-label,,process collected survey data,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/c2ce7fe9-203b-492a-961e-9698dce7de19,IT/Software - Data & AI,B-label,,perform safety data analysis,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/e9b99d6e-c7ec-4f87-b7b4-b5322733c998,IT/Software - Data & AI,B-label,,interpret seismic data,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/2879a6f9-868b-40a1-a424-d50007ca8354,IT/Software - Data & AI,B-label,,record production data for quality control,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a,IT/Software - Data & AI,B-label,,natural language processing,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/6f7512ab-d46d-402a-8c30-a8878d7c1f88,IT/Software - Data & AI,B-label,,SQL Server Integration Services,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/6f993130-082b-4732-b62f-52cdf2096ad9,IT/Software - Data & AI,B-label,,use methods of logistical data analysis,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,IT/Software - Data & AI,B-label,,data mining methods,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/b22828a8-18e7-4639-8fbd-f2b33594382d,IT/Software - Data & AI,B-label,,collect statistics on medical records,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,IT/Software - Data & AI,B-label,,perform data analysis,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/a261c61a-29b8-4b6a-a283-e5a7d5077352,IT/Software - Data & AI,B-label,,biostatistics,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,IT/Software - Data & AI,B-label,,develop financial statistics reports,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/0f365cf9-4f68-4a25-affc-75de20bcdc09,IT/Software - Data & AI,B-label,,conduct analysis of ship data,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/d9cc828c-61fc-422d-91e7-b2e8e4aa48a5,IT/Software - Data & AI,B-label,,compile statistical data for insurance purposes,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/9c6974e1-8d8b-43e9-b6b0-75da7634bfc9,IT/Software - Data & AI,B-label,,fundamental analysis,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,IT/Software - Data & AI,B-label,,SQL Server,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/4af2461d-02b4-4fca-a070-c6399a6f1fb4,IT/Software - Data & AI,B-label,,analyse oil operations data,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/807d89b5-3557-4259-8e2c-1b374d497fe8,IT/Software - Data & AI,B-label,,analyse data for aeronautical publications,2.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,6.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,5.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,5.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,5.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,5.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,7.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,5.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,5.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,4.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/c13fb093-5ffb-491a-b8b7-fa2d42a57e2e,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,4.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,3.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,3.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,3.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,3.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/c2cbbccf-4ffd-4626-86e7-505b39c872a0,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,IT/Software - Cybersecurity,A-occupation,optional,chief ICT security officer,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,IT/Software - Cybersecurity,A-occupation,optional,chief ICT security officer,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb,IT/Software - Cybersecurity,A-occupation,optional,chief ICT security officer,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,IT/Software - Cybersecurity,A-occupation,optional,cybersecurity risk manager,1.0,2.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,IT/Software - Cybersecurity,A-occupation,optional,ICT security administrator,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,weak signal (label-only or optional-relation)
http://data.europa.eu/esco/skill/17924c75-45f4-4593-afac-eea0d51f04b5,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/e2103a1d-4a84-47a9-b4f7-774787573449,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/5d9e766b-8f17-4e17-bfab-3bb0e0719791,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/8dcbcabe-09f7-4d11-940d-125af57bbc40,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,IT/Software - Cybersecurity,A-occupation,optional,cyber incident responder,1.0,1.0,cut by per-sector cap - candidate for manual promotion
